minimum_nights,calculated_host_listings_count,availability_365,room_type,price
0.0,0.0,0.0,0.0,69
0.2857142857142857,0.0,0.0684931506849315,0.5,150
0.0,0.0,0.0684931506849315,0.5,150
0.0,0.0,0.0,0.0,50
0.07142857142857142,0.006134969325153375,0.904109589041096,0.0,40
0.2857142857142857,0.003067484662576687,0.021917808219178082,0.0,90
0.0,0.024539877300613498,0.5178082191780822,0.0,80
0.07142857142857142,0.003067484662576687,0.7232876712328767,0.5,295
0.14285714285714285,0.0,0.0,0.0,55
0.07142857142857142,0.0,0.0136986301369863,1.0,90
0.21428571428571427,0.0,0.03561643835616438,0.5,87
0.0,0.0,0.9342465753424658,0.0,100
0.07142857142857142,0.0,0.005479452054794521,0.5,150
0.21428571428571427,0.018404907975460124,0.9123287671232877,0.0,32
0.2857142857142857,0.0,0.0,0.5,150
0.2857142857142857,0.0,0.0,0.0,50
0.07142857142857142,0.0,0.1452054794520548,0.5,240
0.0,0.012269938650306749,0.21643835616438356,0.0,48
0.07142857142857142,0.003067484662576687,0.0,0.0,65
0.21428571428571427,0.0,0.2602739726027397,0.5,299
0.14285714285714285,0.0,0.0,0.5,162
0.0,0.003067484662576687,0.0,0.0,180
0.2857142857142857,0.0,0.20273972602739726,0.5,285
0.0,0.003067484662576687,0.0,0.5,185
0.07142857142857142,0.0,0.5287671232876713,0.5,200
0.14285714285714285,0.0,0.0,0.0,120
0.0,0.003067484662576687,0.9808219178082191,0.0,80
0.0,0.003067484662576687,0.7013698630136986,0.0,95
0.0,0.0,0.4767123287671233,0.5,104
0.0,0.006134969325153375,0.4301369863013699,0.0,99
0.07142857142857142,0.0,0.0,0.5,150
0.07142857142857142,0.0,0.8465753424657534,0.5,155
0.0,0.0,0.11232876712328767,0.5,160
0.0,0.0,0.0,0.0,37
0.14285714285714285,0.0,0.0,0.5,130
0.14285714285714285,0.0,0.0,0.5,100
0.07142857142857142,0.0,0.16712328767123288,0.0,80
0.21428571428571427,0.003067484662576687,0.0958904109589041,0.5,150
0.07142857142857142,0.0,0.9123287671232877,0.0,54
0.0,0.003067484662576687,0.2219178082191781,0.0,98
0.14285714285714285,0.0,0.23835616438356164,0.0,68
0.2857142857142857,0.0,0.0,0.0,34
0.6428571428571428,0.0,0.0,0.0,40
0.07142857142857142,0.0,0.9808219178082191,0.5,160
0.07142857142857142,0.0,0.9178082191780822,0.0,75
0.0,0.015337423312883437,0.7068493150684931,0.0,60
0.4285714285714286,0.0,0.0,0.0,75
0.0,0.003067484662576687,0.14794520547945206,0.0,29
0.0,0.0,0.0,0.0,75
0.3571428571428571,0.0,0.0,0.5,180
0.0,0.0,0.0,0.0,50
1.0,0.0,0.4904109589041096,0.0,120
0.07142857142857142,0.0,0.2876712328767123,0.5,160
0.4285714285714286,0.0,0.0,0.5,98
0.07142857142857142,0.003067484662576687,0.2767123287671233,0.5,160
0.9285714285714286,0.08282208588957056,0.8821917808219178,1.0,35
0.14285714285714285,0.08282208588957056,0.09863013698630137,0.5,199
0.0,0.0,0.0,0.0,35
0.07142857142857142,0.0,0.0,0.0,100
0.07142857142857142,0.0,0.3972602739726027,0.0,99
0.14285714285714285,0.0,0.0,0.5,150
0.2857142857142857,0.0,0.0,0.0,99
0.0,0.0,0.0,0.0,75
0.4285714285714286,0.0,0.4904109589041096,1.0,50
0.0,0.0,0.0,0.0,95
0.14285714285714285,0.0,0.0,0.5,78
0.2857142857142857,0.003067484662576687,0.0,0.0,69
0.0,0.012269938650306749,0.42191780821917807,0.0,40
0.2857142857142857,0.0,0.19726027397260273,0.5,200
0.14285714285714285,0.0,0.0,0.5,200
0.07142857142857142,0.0,0.0,0.5,160
0.14285714285714285,0.0,0.0,0.5,16
0.21428571428571427,0.0,0.5315068493150685,0.5,499
0.0,0.0,0.0,0.0,45
0.3571428571428571,0.0,0.7972602739726028,0.5,175
0.0,0.0,0.3150684931506849,0.0,50
0.21428571428571427,0.0,0.6219178082191781,0.5,140
0.07142857142857142,0.0,0.2602739726027397,0.0,69
0.21428571428571427,0.006134969325153375,0.0,0.0,65
0.14285714285714285,0.0,0.936986301369863,0.0,70
0.2857142857142857,0.0,0.0,0.0,60
0.0,0.006134969325153375,0.6109589041095891,0.5,180
0.14285714285714285,0.003067484662576687,0.008219178082191782,0.5,450
0.5,0.0,0.17534246575342466,0.0,160
0.07142857142857142,0.003067484662576687,0.3315068493150685,0.0,70
0.2857142857142857,0.0,0.030136986301369864,0.5,160
0.07142857142857142,0.0,0.0,0.5,105
0.2857142857142857,0.0,0.0,0.5,80
0.21428571428571427,0.003067484662576687,0.41643835616438357,0.5,379
0.21428571428571427,0.006134969325153375,0.9698630136986301,0.5,345
0.07142857142857142,0.0,0.0,0.0,50
0.0,0.006134969325153375,0.0,0.0,44
0.07142857142857142,0.0,0.0,0.0,200
0.21428571428571427,0.003067484662576687,0.0,0.0,45
0.0,0.006134969325153375,0.0,1.0,62
0.07142857142857142,0.10122699386503069,0.8493150684931506,0.0,60
0.2857142857142857,0.0,0.0,0.0,100
0.0,0.0,0.0,0.0,50
0.0,0.003067484662576687,0.9972602739726028,1.0,400
0.0,0.0,0.0,0.0,80
0.07142857142857142,0.0,0.0027397260273972603,0.0,250
0.0,0.0,0.005479452054794521,0.0,100
0.07142857142857142,0.0,0.0,0.0,84
0.14285714285714285,0.0,0.6273972602739726,0.0,60
0.14285714285714285,0.006134969325153375,0.989041095890411,0.0,120
0.07142857142857142,0.0,1.0,0.0,97
0.0,0.0,0.0136986301369863,0.5,155
0.14285714285714285,0.0,0.3972602739726027,0.0,75
0.14285714285714285,0.003067484662576687,0.0,1.0,30
0.4285714285714286,0.0,0.0,0.5,75
0.07142857142857142,0.0,0.3643835616438356,0.5,100
0.07142857142857142,0.003067484662576687,0.9452054794520548,0.0,70
0.07142857142857142,0.003067484662576687,0.2876712328767123,0.5,69
0.0,0.0,0.7068493150684931,0.5,80
0.21428571428571427,0.0,0.0,0.5,94
0.0,0.0,0.0,0.5,210
0.07142857142857142,0.0,0.9287671232876712,0.5,109
0.07142857142857142,0.006134969325153375,0.0,0.5,150
0.07142857142857142,0.0,0.4821917808219178,0.0,110
0.9285714285714286,0.0,0.3506849315068493,0.0,72
0.3571428571428571,0.003067484662576687,0.038356164383561646,0.0,99
0.21428571428571427,0.003067484662576687,0.0,0.0,47
0.14285714285714285,0.0,0.0410958904109589,0.5,95
0.5,0.0,0.0,0.5,100
0.0,0.0,0.5095890410958904,0.5,129
0.4285714285714286,0.0,0.12054794520547946,0.5,100
0.0,0.03680981595092024,0.9616438356164384,0.0,100
0.14285714285714285,0.0,0.08767123287671233,0.0,150
0.14285714285714285,0.0,0.9835616438356164,0.0,100
0.0,0.003067484662576687,0.9972602739726028,0.0,109
0.07142857142857142,0.0,0.0821917808219178,0.5,126
0.0,0.0,0.0,0.5,180
0.14285714285714285,0.006134969325153375,0.9205479452054794,0.0,99
0.2857142857142857,0.0,0.0,0.0,50
0.07142857142857142,0.0,0.0,0.0,50
0.0,0.0,1.0,0.0,110
0.07142857142857142,0.003067484662576687,0.06027397260273973,0.5,85
0.07142857142857142,0.006134969325153375,0.0,0.0,109
0.14285714285714285,0.0,0.2958904109589041,0.5,100
0.07142857142857142,0.0,0.0821917808219178,0.5,195
0.07142857142857142,0.0,0.0,0.5,195
0.14285714285714285,0.0,0.0,0.5,130
0.14285714285714285,0.0,0.7123287671232876,0.5,200
0.0,0.0,0.11232876712328767,0.5,150
0.14285714285714285,0.0,0.936986301369863,0.0,80
0.0,0.009202453987730062,0.9013698630136986,0.0,49
0.0,0.0,0.4904109589041096,0.5,188
0.0,0.0,0.0,0.5,80
0.07142857142857142,0.0,0.9698630136986301,0.0,190
0.07142857142857142,0.0,0.0821917808219178,0.0,146
0.2857142857142857,0.0,0.24657534246575344,0.0,64
0.14285714285714285,0.0,0.0,0.5,175
0.3571428571428571,0.0,0.03287671232876713,0.5,250
0.21428571428571427,0.0,0.4657534246575343,0.5,130
0.0,0.006134969325153375,0.8904109589041096,0.0,55
0.14285714285714285,0.0,0.8246575342465754,0.5,350
0.07142857142857142,0.003067484662576687,0.936986301369863,0.5,125
0.0,0.003067484662576687,0.41643835616438357,0.0,37
0.07142857142857142,0.0,0.9068493150684932,0.5,451
0.0,0.0,0.019178082191780823,0.5,40
0.2857142857142857,0.0,0.0,0.5,65
0.2857142857142857,0.006134969325153375,0.6794520547945205,1.0,30
0.14285714285714285,0.14723926380368096,0.5589041095890411,0.5,699
0.07142857142857142,0.0,0.5835616438356165,0.0,60
0.0,0.003067484662576687,0.9972602739726028,0.0,300
0.0,0.0,0.0,0.5,110
0.0,0.006134969325153375,0.8493150684931506,0.0,60
0.07142857142857142,0.0,0.11232876712328767,0.5,190
0.0,0.0,0.0,0.0,50
0.2857142857142857,0.0,0.0027397260273972603,0.5,90
0.0,0.003067484662576687,0.18904109589041096,0.5,150
0.07142857142857142,0.0,0.10684931506849316,0.5,325
0.07142857142857142,0.0,0.0,0.0,45
0.14285714285714285,0.0,0.0,0.5,275
0.07142857142857142,0.0,0.0,0.5,100
0.0,0.009202453987730062,0.410958904109589,0.0,120
0.07142857142857142,0.0,0.03287671232876713,0.5,179
0.14285714285714285,0.0,0.9835616438356164,0.0,89
0.4285714285714286,0.0,0.0,0.5,1150
0.21428571428571427,0.0,0.0958904109589041,0.5,100
0.3571428571428571,0.0,0.0,0.5,130
0.21428571428571427,0.0,0.0,0.0,58
0.07142857142857142,0.0,0.0,0.0,100
0.0,0.0,0.5068493150684932,0.5,175
0.21428571428571427,0.0,0.0,0.5,90
0.2857142857142857,0.0,0.0,0.0,80
0.21428571428571427,0.0,0.12054794520547946,0.0,74
0.0,0.03067484662576687,0.4849315068493151,0.0,299
0.14285714285714285,0.003067484662576687,0.0,0.5,80
0.07142857142857142,0.0,0.0,0.5,82
0.0,0.0,0.0,0.0,65
0.0,0.0,0.0,0.5,113
0.4285714285714286,0.003067484662576687,0.0,0.5,120
0.0,0.0,0.24657534246575344,0.0,140
0.21428571428571427,0.0,0.6958904109589041,0.5,182
0.07142857142857142,0.0,0.0,0.0,55
0.4285714285714286,0.0,0.7616438356164383,0.5,160
0.14285714285714285,0.0,0.0,0.5,150
0.21428571428571427,0.003067484662576687,0.16712328767123288,0.5,199
0.07142857142857142,0.0,0.810958904109589,0.0,51
0.0,0.0,0.0,0.5,130
0.2857142857142857,0.0,0.0,0.5,130
0.6428571428571428,0.0,0.0,0.5,78
0.14285714285714285,0.0,0.44931506849315067,0.5,265
0.14285714285714285,0.003067484662576687,0.18356164383561643,0.0,150
0.21428571428571427,0.018404907975460124,1.0,1.0,30
0.0,0.003067484662576687,0.03561643835616438,0.0,81
0.07142857142857142,1.0,0.7123287671232876,0.5,244
0.07142857142857142,0.012269938650306749,0.0,0.5,145
0.0,0.0,0.0,0.5,100
0.14285714285714285,0.0,0.0,0.5,160
0.0,0.0,0.44931506849315067,0.0,45
0.14285714285714285,0.0,0.5780821917808219,0.5,180
0.4285714285714286,0.003067484662576687,0.0,0.0,115
0.0,0.0,0.0,0.0,60
0.0,0.027607361963190184,0.6904109589041096,0.0,230
0.4285714285714286,0.0,0.0,0.0,85
0.0,0.0,0.0,0.0,80
0.07142857142857142,0.0,0.8767123287671232,0.5,225
0.21428571428571427,0.003067484662576687,0.9534246575342465,0.0,78
0.07142857142857142,0.0,0.0,0.0,85
0.2857142857142857,0.003067484662576687,0.263013698630137,0.5,225
0.14285714285714285,0.0,0.0,0.5,100
0.0,0.0,0.2273972602739726,0.5,168
0.2857142857142857,0.0,0.136986301369863,0.5,168
0.0,0.006134969325153375,0.43561643835616437,0.0,65
0.14285714285714285,0.0,0.989041095890411,0.5,499
0.14285714285714285,0.0,0.0,0.5,250
0.0,0.003067484662576687,0.23013698630136986,0.0,58
0.07142857142857142,0.009202453987730062,0.24657534246575344,0.0,79
0.0,0.015337423312883437,0.4767123287671233,0.0,79
0.14285714285714285,0.0,0.43561643835616437,0.5,150
0.21428571428571427,0.0,0.873972602739726,0.5,150
0.07142857142857142,0.009202453987730062,0.9506849315068493,0.5,195
0.0,0.003067484662576687,0.0,0.5,150
0.0,0.02147239263803681,0.4,0.0,43
0.07142857142857142,0.009202453987730062,0.6821917808219178,0.0,60
0.0,0.0,0.5150684931506849,0.0,125
0.14285714285714285,0.006134969325153375,0.8136986301369863,0.5,350
0.07142857142857142,0.0,0.5068493150684932,0.5,125
0.0,0.0,0.0,0.0,79
0.07142857142857142,0.0,0.0,0.0,55
0.07142857142857142,0.0,0.0,0.5,180
0.07142857142857142,0.0,0.32602739726027397,0.0,90
0.07142857142857142,0.0,0.030136986301369864,0.5,131
0.07142857142857142,0.0,0.021917808219178082,0.5,158
0.4285714285714286,0.0,0.4876712328767123,0.0,115
0.14285714285714285,0.009202453987730062,0.2191780821917808,0.0,53
0.0,0.0,0.0,0.0,150
0.0,0.0,0.8273972602739726,0.0,80
0.14285714285714285,0.0,0.9972602739726028,0.5,175
0.14285714285714285,0.0,0.852054794520548,0.5,79
0.0,0.0,0.0,0.5,100
0.0,0.09815950920245399,0.9972602739726028,0.5,225
0.14285714285714285,0.0,0.010958904109589041,0.5,145
0.4285714285714286,0.003067484662576687,0.24383561643835616,0.0,50
0.07142857142857142,0.0,0.0273972602739726,0.5,165
0.14285714285714285,0.0,0.0,0.5,95
0.14285714285714285,0.0,0.2410958904109589,0.0,85
0.14285714285714285,0.0,0.24383561643835616,0.5,120
0.6428571428571428,0.0,0.16712328767123288,0.5,180
0.2857142857142857,0.0,0.8246575342465754,0.5,355
0.14285714285714285,0.003067484662576687,0.049315068493150684,0.5,330
0.07142857142857142,0.0,0.0136986301369863,0.5,55
0.07142857142857142,0.0,0.2767123287671233,0.5,230
0.0,0.0,0.44931506849315067,0.5,170
0.07142857142857142,0.003067484662576687,0.0136986301369863,0.5,200
0.0,0.0,0.0,0.0,106
0.14285714285714285,0.006134969325153375,0.8410958904109589,0.0,45
0.0,0.0,0.6575342465753424,0.0,63
0.4285714285714286,0.0,0.0,0.5,160
0.14285714285714285,0.003067484662576687,0.9972602739726028,1.0,45
0.2857142857142857,0.0,0.9013698630136986,0.5,200
0.14285714285714285,0.0,0.7534246575342466,0.5,140
0.07142857142857142,0.0,0.5205479452054794,0.0,100
0.0,0.0,0.0,0.0,30
0.21428571428571427,0.0,0.0,0.0,61
0.0,0.0,0.4931506849315069,0.0,10
0.14285714285714285,0.0,0.0,0.0,100
0.14285714285714285,0.003067484662576687,0.0,0.5,175
0.0,0.006134969325153375,0.0,0.0,118
0.0,0.0,0.0,0.5,157
0.9285714285714286,0.0,0.2273972602739726,0.5,250
0.07142857142857142,0.009202453987730062,0.1917808219178082,0.5,74
0.14285714285714285,0.006134969325153375,0.6931506849315069,0.0,38
0.0,0.0,0.0,0.5,70
0.07142857142857142,0.003067484662576687,0.6465753424657534,0.5,170
0.21428571428571427,0.0,0.0,0.0,55
0.0,0.0,0.7232876712328767,0.5,99
0.9285714285714286,0.0,0.18082191780821918,0.0,75
0.07142857142857142,0.0,0.0,0.5,350
0.0,0.009202453987730062,0.008219178082191782,0.5,285
0.0,0.003067484662576687,0.7205479452054795,0.0,62
0.07142857142857142,0.003067484662576687,0.18904109589041096,0.5,275
0.21428571428571427,0.0,1.0,0.0,50
0.07142857142857142,0.02147239263803681,0.07671232876712329,1.0,30
0.14285714285714285,0.0,0.6109589041095891,0.5,499
0.0,0.0,0.0,0.0,55
0.0,0.0,0.0,0.5,220
0.0,0.0,0.0,0.0,46
0.0,0.0,0.0,0.0,59
0.07142857142857142,0.006134969325153375,0.4904109589041096,0.0,2500
0.3571428571428571,0.0,0.0410958904109589,0.5,79
0.0,0.003067484662576687,0.8575342465753425,0.5,500
0.0,0.0,0.9424657534246575,0.5,300
0.4285714285714286,0.0,0.23835616438356164,0.5,80
0.07142857142857142,0.0,0.0,0.5,150
0.2857142857142857,0.0,0.0821917808219178,0.5,278
0.0,0.0,0.0,0.0,60
0.14285714285714285,0.0,0.0,0.0,110
0.07142857142857142,0.0,0.0,0.5,150
0.0,0.003067484662576687,0.0,0.0,98
0.6428571428571428,0.0,0.08767123287671233,0.0,30
0.2857142857142857,0.0,0.0,0.5,120
0.0,0.009202453987730062,0.0,0.0,38
0.14285714285714285,0.0,0.3726027397260274,0.0,54
1.0,0.0,0.24383561643835616,0.5,90
0.14285714285714285,0.015337423312883437,0.021917808219178082,0.5,145
0.14285714285714285,0.0,0.10136986301369863,0.0,79
0.07142857142857142,0.0,0.0,0.5,100
0.14285714285714285,0.0,0.038356164383561646,0.5,180
0.07142857142857142,0.0,0.7205479452054795,0.5,750
0.14285714285714285,0.0,0.2767123287671233,0.5,475
0.4285714285714286,0.003067484662576687,0.22465753424657534,0.0,88
0.07142857142857142,0.0,0.052054794520547946,0.5,170
0.07142857142857142,0.009202453987730062,0.9205479452054794,0.0,40
0.2857142857142857,0.0,0.0,0.5,80
0.0,0.003067484662576687,0.16164383561643836,0.0,54
0.07142857142857142,0.006134969325153375,0.0,0.0,80
0.07142857142857142,0.0,0.010958904109589041,0.5,175
0.14285714285714285,0.0,0.0,0.5,150
0.0,0.012269938650306749,0.3095890410958904,0.5,460
0.0,0.0,0.0,0.0,45
0.14285714285714285,0.003067484662576687,0.9342465753424658,0.0,65
0.07142857142857142,0.0,0.0,0.5,175
0.14285714285714285,0.0,0.24383561643835616,0.0,85
0.2857142857142857,0.0,0.0,0.0,70
0.0,0.0,0.0,0.0,130
0.14285714285714285,0.003067484662576687,0.5178082191780822,0.0,53
0.07142857142857142,0.0,0.0,0.5,159
0.2857142857142857,0.0,0.0,0.0,40
0.07142857142857142,0.0,0.24383561643835616,0.0,85
0.0,0.0,0.17534246575342466,0.5,90
0.2857142857142857,0.0,0.0,0.5,190
0.0,0.006134969325153375,0.4767123287671233,0.0,97
0.0,0.0,0.0,0.0,47
0.14285714285714285,0.0,0.1780821917808219,0.5,229
0.07142857142857142,0.0,0.989041095890411,0.5,200
0.2857142857142857,0.009202453987730062,0.27945205479452057,0.5,98
0.2857142857142857,0.0,0.14794520547945206,0.0,125
0.4285714285714286,0.0,0.0,0.5,275
0.07142857142857142,0.0,0.0,0.5,600
0.14285714285714285,0.009202453987730062,1.0,0.0,143
0.07142857142857142,0.0,0.8493150684931506,0.0,50
0.14285714285714285,0.0,0.5150684931506849,0.5,170
0.5,0.0,0.5150684931506849,0.5,180
0.0,0.009202453987730062,0.24657534246575344,0.0,47
0.0,0.0,0.0,0.0,80
0.0,0.0,0.0,0.5,190
0.07142857142857142,0.003067484662576687,0.0,0.0,60
0.4285714285714286,0.0,0.0,0.5,225
0.2857142857142857,0.003067484662576687,0.17534246575342466,0.5,120
0.07142857142857142,0.0,0.0,0.5,102
0.2857142857142857,0.0,0.0,0.5,99
0.07142857142857142,0.0,0.0,0.5,150
0.14285714285714285,0.0,0.8602739726027397,0.5,162
0.0,0.0,0.0,0.5,145
0.0,0.006134969325153375,0.0,0.0,67
0.0,0.0,0.0,0.0,70
0.3571428571428571,0.0,0.0,0.0,90
0.4285714285714286,0.006134969325153375,0.6219178082191781,0.0,50
0.07142857142857142,0.0,0.0,0.0,25
0.07142857142857142,0.0,0.0,0.0,50
0.21428571428571427,0.003067484662576687,0.0,0.5,299
0.4285714285714286,0.0,0.0,0.5,120
0.0,0.0,0.0,0.5,60
0.07142857142857142,0.003067484662576687,0.1780821917808219,0.5,119
0.14285714285714285,0.003067484662576687,0.0,0.0,40
0.2857142857142857,0.0,0.36164383561643837,0.0,55
0.0,0.003067484662576687,0.873972602739726,0.0,55
0.21428571428571427,0.003067484662576687,0.32602739726027397,0.5,75
0.0,0.0,0.0,0.5,200
0.0,0.0,0.0,0.5,200
0.21428571428571427,0.0,0.0,1.0,45
0.4285714285714286,0.0,0.0,0.0,63
0.0,0.0,0.0,0.0,80
0.0,0.003067484662576687,0.0,0.0,125
0.2857142857142857,0.003067484662576687,0.2410958904109589,0.5,145
0.0,0.0,0.0,0.0,40
0.0,0.0,0.0,0.0,75
0.3571428571428571,0.0,0.0958904109589041,0.5,90
0.21428571428571427,0.0,0.010958904109589041,0.5,180
0.07142857142857142,0.0,0.06301369863013699,0.0,115
0.4285714285714286,0.0,0.0,0.5,65
0.07142857142857142,0.0,0.6575342465753424,0.0,69
0.0,0.0,0.8904109589041096,0.0,70
0.0,0.003067484662576687,0.9808219178082191,0.0,59
0.21428571428571427,0.0,0.0,0.0,88
0.0,0.0,0.0,0.0,35
0.0,0.0,0.8438356164383561,0.0,80
0.14285714285714285,0.0,0.0,0.5,150
0.14285714285714285,0.0,0.6356164383561644,0.5,150
0.21428571428571427,0.003067484662576687,0.06027397260273973,0.5,150
0.0,0.003067484662576687,1.0,0.0,100
0.14285714285714285,0.0,0.0027397260273972603,0.0,55
0.07142857142857142,0.0,0.0,0.5,175
0.07142857142857142,0.0,0.0,0.5,170
0.4285714285714286,0.0,0.0,0.5,375
0.21428571428571427,0.003067484662576687,0.9315068493150686,0.5,130
0.0,0.003067484662576687,0.6383561643835617,0.0,85
0.0,0.003067484662576687,0.273972602739726,0.0,47
0.07142857142857142,0.0,0.6,0.5,145
0.0,0.0,0.12054794520547946,0.5,150
0.14285714285714285,0.0,0.0,0.5,160
0.07142857142857142,0.0,0.0,0.0,69
0.2857142857142857,0.0,0.0,0.5,130
0.07142857142857142,0.0,0.008219178082191782,0.0,45
0.14285714285714285,0.006134969325153375,0.016438356164383564,0.5,187
0.07142857142857142,0.003067484662576687,0.1589041095890411,0.0,120
